Time,Sample #,proper VBAT,CHG,,VBAT-original,original conversion factor,digital #,proper conversion,proper VBAT
10:27.2,714,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
10:57.3,715,4.21,3.06,,3.93,0.00453125,867,0.004853516,4.21
11:27.4,716,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
11:57.5,717,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
12:27.6,718,4.21,3.06,,3.93,0.00453125,867,0.004853516,4.21
12:57.7,719,4.20,3.06,,3.92,0.00453125,865,0.004853516,4.20
13:27.8,720,4.21,3.06,,3.93,0.00453125,867,0.004853516,4.21
13:57.8,721,4.21,3.06,,3.93,0.00453125,867,0.004853516,4.21
14:27.9,722,4.20,3.05,,3.92,0.00453125,865,0.004853516,4.20
14:58.0,723,4.20,3.05,,3.92,0.00453125,865,0.004853516,4.20
15:28.1,724,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
15:58.2,725,4.21,3.06,,3.93,0.00453125,867,0.004853516,4.21
16:28.3,726,4.21,3.06,,3.93,0.00453125,867,0.004853516,4.21
16:58.4,727,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
17:28.4,728,4.21,3.06,,3.93,0.00453125,867,0.004853516,4.21
17:58.5,729,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
18:28.6,730,4.21,3.06,,3.93,0.00453125,867,0.004853516,4.21
18:58.7,731,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
19:28.8,732,4.21,3.06,,3.93,0.00453125,867,0.004853516,4.21
19:58.9,733,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
20:29.0,734,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
20:59.0,735,4.20,3.06,,3.92,0.00453125,865,0.004853516,4.20
21:29.1,736,4.21,3.08,,3.93,0.00453125,867,0.004853516,4.21
21:59.2,737,4.21,3.08,,3.93,0.00453125,867,0.004853516,4.21
22:29.3,738,4.21,3.08,,3.93,0.00453125,867,0.004853516,4.21
22:59.4,739,4.20,3.07,,3.92,0.00453125,865,0.004853516,4.20
23:29.5,740,4.21,3.08,,3.93,0.00453125,867,0.004853516,4.21
23:59.6,741,4.21,3.08,,3.93,0.00453125,867,0.004853516,4.21
24:29.6,742,4.21,3.08,,3.93,0.00453125,867,0.004853516,4.21
24:59.7,743,4.21,3.08,,3.93,0.00453125,867,0.004853516,4.21
25:29.8,744,4.21,3.08,,3.93,0.00453125,867,0.004853516,4.21
25:59.9,745,4.21,3.08,,3.93,0.00453125,867,0.004853516,4.21
26:30.0,746,4.21,3.08,,3.93,0.00453125,867,0.004853516,4.21
27:00.1,747,4.21,3.08,,3.93,0.00453125,867,0.004853516,4.21
27:30.2,748,4.21,3.08,,3.93,0.00453125,867,0.004853516,4.21
28:00.2,749,4.20,3.07,,3.92,0.00453125,865,0.004853516,4.20
28:30.3,750,4.21,3.08,,3.93,0.00453125,867,0.004853516,4.21
29:00.4,751,4.21,3.08,,3.93,0.00453125,867,0.004853516,4.21
29:30.5,752,4.20,3.07,,3.92,0.00453125,865,0.004853516,4.20
30:00.6,753,4.21,3.08,,3.93,0.00453125,867,0.004853516,4.21
30:30.7,754,4.21,3.08,,3.93,0.00453125,867,0.004853516,4.21
31:00.8,755,4.22,3.08,,3.94,0.00453125,870,0.004853516,4.22
31:30.8,756,4.21,3.08,,3.93,0.00453125,867,0.004853516,4.21
32:00.9,757,4.21,3.08,,3.93,0.00453125,867,0.004853516,4.21
32:31.0,758,4.20,3.07,,3.92,0.00453125,865,0.004853516,4.20
33:01.1,759,4.21,3.08,,3.93,0.00453125,867,0.004853516,4.21
33:31.2,760,4.21,3.08,,3.93,0.00453125,867,0.004853516,4.21
34:01.3,761,4.20,3.07,,3.92,0.00453125,865,0.004853516,4.20
34:31.4,762,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
35:01.4,763,4.20,3.07,,3.92,0.00453125,865,0.004853516,4.20
35:31.5,764,4.21,3.08,,3.93,0.00453125,867,0.004853516,4.21
36:01.6,765,4.21,3.08,,3.93,0.00453125,867,0.004853516,4.21
36:31.7,766,4.21,3.08,,3.93,0.00453125,867,0.004853516,4.21
37:01.8,767,4.21,3.08,,3.93,0.00453125,867,0.004853516,4.21
37:31.9,768,4.20,3.07,,3.92,0.00453125,865,0.004853516,4.20
38:02.0,769,4.21,3.08,,3.93,0.00453125,867,0.004853516,4.21
38:32.0,770,4.20,3.07,,3.92,0.00453125,865,0.004853516,4.20
39:02.1,771,4.20,3.06,,3.92,0.00453125,865,0.004853516,4.20
39:32.2,772,4.22,3.08,,3.94,0.00453125,870,0.004853516,4.22
40:02.3,773,4.20,3.07,,3.92,0.00453125,865,0.004853516,4.20
40:32.4,774,4.20,3.06,,3.92,0.00453125,865,0.004853516,4.20
41:02.5,775,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
41:32.6,776,4.21,3.08,,3.93,0.00453125,867,0.004853516,4.21
42:02.6,777,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
42:32.7,778,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
43:02.8,779,4.20,3.06,,3.92,0.00453125,865,0.004853516,4.20
43:32.9,780,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
44:03.0,781,4.20,3.06,,3.92,0.00453125,865,0.004853516,4.20
44:33.1,782,4.20,3.06,,3.92,0.00453125,865,0.004853516,4.20
45:03.2,783,4.21,3.06,,3.93,0.00453125,867,0.004853516,4.21
45:33.2,784,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
46:03.3,785,4.21,3.06,,3.93,0.00453125,867,0.004853516,4.21
46:33.4,786,4.20,3.06,,3.92,0.00453125,865,0.004853516,4.20
47:03.5,787,4.20,3.06,,3.92,0.00453125,865,0.004853516,4.20
47:33.6,788,4.20,3.06,,3.92,0.00453125,865,0.004853516,4.20
48:03.7,789,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
48:33.8,790,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
49:03.8,791,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
49:33.9,792,4.20,3.06,,3.92,0.00453125,865,0.004853516,4.20
50:04.0,793,4.20,3.06,,3.92,0.00453125,865,0.004853516,4.20
50:34.1,794,4.20,3.07,,3.92,0.00453125,865,0.004853516,4.20
51:04.2,795,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
51:34.3,796,4.20,3.06,,3.92,0.00453125,865,0.004853516,4.20
52:04.4,797,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
52:34.4,798,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
53:04.5,799,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
53:34.6,800,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
54:04.7,801,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
54:34.8,802,4.20,3.06,,3.92,0.00453125,865,0.004853516,4.20
55:04.9,803,4.20,3.06,,3.92,0.00453125,865,0.004853516,4.20
55:35.0,804,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
56:05.0,805,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
56:35.1,806,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
57:05.2,807,4.20,3.06,,3.92,0.00453125,865,0.004853516,4.20
57:35.3,808,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
58:05.4,809,4.20,3.06,,3.92,0.00453125,865,0.004853516,4.20
58:35.5,810,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
59:05.6,811,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
59:35.6,812,4.20,3.07,,3.92,0.00453125,865,0.004853516,4.20
00:05.7,813,4.20,3.06,,3.92,0.00453125,865,0.004853516,4.20
00:35.8,814,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
01:05.9,815,4.20,3.07,,3.92,0.00453125,865,0.004853516,4.20
01:36.0,816,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
02:06.1,817,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
02:36.2,818,4.20,3.06,,3.92,0.00453125,865,0.004853516,4.20
03:06.2,819,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
03:36.3,820,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
04:06.4,821,4.20,3.06,,3.92,0.00453125,865,0.004853516,4.20
04:36.5,822,4.20,3.06,,3.92,0.00453125,865,0.004853516,4.20
05:06.6,823,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
05:36.7,824,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
06:06.8,825,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
06:36.8,826,4.20,3.06,,3.92,0.00453125,865,0.004853516,4.20
07:06.9,827,4.20,3.06,,3.92,0.00453125,865,0.004853516,4.20
07:37.0,828,4.20,3.06,,3.92,0.00453125,865,0.004853516,4.20
08:07.1,829,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
08:37.2,830,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
09:07.3,831,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
09:37.4,832,4.20,3.06,,3.92,0.00453125,865,0.004853516,4.20
10:07.4,833,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
10:37.5,834,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
11:07.6,835,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
11:37.7,836,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
12:07.8,837,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
12:37.9,838,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
13:08.0,839,4.20,3.07,,3.92,0.00453125,865,0.004853516,4.20
13:38.0,840,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
14:08.1,841,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
14:38.2,842,4.20,3.06,,3.92,0.00453125,865,0.004853516,4.20
15:08.3,843,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
15:38.4,844,4.20,3.06,,3.92,0.00453125,865,0.004853516,4.20
16:08.5,845,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
16:38.6,846,4.20,3.06,,3.92,0.00453125,865,0.004853516,4.20
17:08.6,847,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
17:38.7,848,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
18:08.8,849,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
18:38.9,850,4.20,3.07,,3.92,0.00453125,865,0.004853516,4.20
19:09.0,851,4.20,3.06,,3.92,0.00453125,865,0.004853516,4.20
19:39.1,852,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
20:09.2,853,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
20:39.2,854,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
21:09.3,855,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
21:39.4,856,4.20,3.06,,3.92,0.00453125,865,0.004853516,4.20
22:09.5,857,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
22:39.6,858,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
23:09.7,859,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
23:39.7,860,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
24:09.8,861,4.20,3.06,,3.92,0.00453125,865,0.004853516,4.20
24:39.9,862,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
25:10.0,863,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
25:40.1,864,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
26:10.2,865,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
26:40.3,866,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
27:10.3,867,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
27:40.4,868,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
28:10.5,869,4.20,3.06,,3.92,0.00453125,865,0.004853516,4.20
28:40.6,870,4.20,3.06,,3.92,0.00453125,865,0.004853516,4.20
29:10.7,871,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
29:40.8,872,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
30:10.9,873,4.20,3.06,,3.92,0.00453125,865,0.004853516,4.20
30:40.9,874,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
31:11.0,875,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
31:41.1,876,4.20,3.06,,3.92,0.00453125,865,0.004853516,4.20
32:11.2,877,4.20,3.06,,3.92,0.00453125,865,0.004853516,4.20
32:41.3,878,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
33:11.4,879,4.20,3.05,,3.92,0.00453125,865,0.004853516,4.20
33:41.5,880,4.20,3.06,,3.92,0.00453125,865,0.004853516,4.20
34:11.5,881,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
34:41.6,882,4.20,3.06,,3.92,0.00453125,865,0.004853516,4.20
35:11.7,883,4.20,3.07,,3.92,0.00453125,865,0.004853516,4.20
35:41.8,884,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
36:11.9,885,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
36:42.0,886,4.22,3.07,,3.94,0.00453125,870,0.004853516,4.22
37:12.1,887,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
37:42.1,888,4.20,3.06,,3.92,0.00453125,865,0.004853516,4.20
38:12.2,889,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
38:42.3,890,4.20,3.06,,3.92,0.00453125,865,0.004853516,4.20
39:12.4,891,4.20,3.06,,3.92,0.00453125,865,0.004853516,4.20
39:42.5,892,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
40:12.6,893,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
40:42.7,894,4.20,3.06,,3.92,0.00453125,865,0.004853516,4.20
41:12.7,895,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
41:42.8,896,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
42:12.9,897,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
42:43.0,898,4.20,3.06,,3.92,0.00453125,865,0.004853516,4.20
43:13.1,899,4.20,3.06,,3.92,0.00453125,865,0.004853516,4.20
43:43.2,900,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
44:13.3,901,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
44:43.3,902,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
45:13.4,903,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
45:43.5,904,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
46:13.6,905,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
46:43.7,906,4.20,3.06,,3.92,0.00453125,865,0.004853516,4.20
47:13.8,907,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
47:43.9,908,4.20,3.06,,3.92,0.00453125,865,0.004853516,4.20
48:13.9,909,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
48:44.0,910,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
49:14.1,911,4.20,3.07,,3.92,0.00453125,865,0.004853516,4.20
49:44.2,912,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
50:14.3,913,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
50:44.4,914,4.21,3.06,,3.93,0.00453125,867,0.004853516,4.21
51:14.5,915,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
51:44.5,916,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
52:14.6,917,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
52:44.7,918,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
53:14.8,919,4.21,3.06,,3.93,0.00453125,867,0.004853516,4.21
53:44.9,920,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
54:15.0,921,4.21,3.06,,3.93,0.00453125,867,0.004853516,4.21
54:45.1,922,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
55:15.1,923,4.22,3.07,,3.94,0.00453125,870,0.004853516,4.22
55:45.2,924,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
56:15.3,925,4.21,3.06,,3.93,0.00453125,867,0.004853516,4.21
56:45.4,926,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
57:15.5,927,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
57:45.6,928,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
58:15.6,929,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
58:45.7,930,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
59:15.8,931,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
59:45.9,932,4.20,3.06,,3.92,0.00453125,865,0.004853516,4.20
00:16.0,933,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
00:46.1,934,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
01:16.2,935,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
01:46.2,936,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
02:16.3,937,4.21,3.06,,3.93,0.00453125,867,0.004853516,4.21
02:46.4,938,4.20,3.06,,3.92,0.00453125,865,0.004853516,4.20
03:16.5,939,4.20,3.06,,3.92,0.00453125,865,0.004853516,4.20
03:46.6,940,4.21,3.06,,3.93,0.00453125,867,0.004853516,4.21
04:16.7,941,4.21,3.07,,3.93,0.00453125,867,0.004853516,4.21
04:46.8,942,4.20,3.06,,3.92,0.00453125,865,0.004853516,4.20
05:16.8,943,4.21,3.06,,3.93,0.00453125,867,0.004853516,4.21
05:46.9,944,4.21,3.06,,3.93,0.00453125,867,0.004853516,4.21
06:17.0,945,4.20,3.06,,3.92,0.00453125,865,0.004853516,4.20
06:47.1,946,4.20,3.06,,3.92,0.00453125,865,0.004853516,4.20
07:17.2,947,4.20,3.06,,3.92,0.00453125,865,0.004853516,4.20
07:47.3,948,4.21,3.06,,3.93,0.00453125,867,0.004853516,4.21
08:17.4,949,4.21,3.06,,3.93,0.00453125,867,0.004853516,4.21
08:47.4,950,4.20,3.05,,3.92,0.00453125,865,0.004853516,4.20
09:17.5,951,4.20,3.05,,3.92,0.00453125,865,0.004853516,4.20
09:47.6,952,4.21,3.06,,3.93,0.00453125,867,0.004853516,4.21
10:17.7,953,4.21,3.06,,3.93,0.00453125,867,0.004853516,4.21
10:47.8,954,4.21,3.06,,3.93,0.00453125,867,0.004853516,4.21
11:17.9,955,4.20,3.05,,3.92,0.00453125,865,0.004853516,4.20
11:48.0,956,4.21,3.06,,3.93,0.00453125,867,0.004853516,4.21
12:18.0,957,4.20,3.05,,3.92,0.00453125,865,0.004853516,4.20
12:48.1,958,4.21,3.06,,3.93,0.00453125,867,0.004853516,4.21
13:18.2,959,4.21,3.06,,3.93,0.00453125,867,0.004853516,4.21
13:48.3,960,4.20,3.05,,3.92,0.00453125,865,0.004853516,4.20
14:18.4,961,4.21,3.06,,3.93,0.00453125,867,0.004853516,4.21
14:48.5,962,4.21,3.06,,3.93,0.00453125,867,0.004853516,4.21
15:18.6,963,4.21,3.06,,3.93,0.00453125,867,0.004853516,4.21
15:48.6,964,4.21,3.06,,3.93,0.00453125,867,0.004853516,4.21
16:18.7,965,4.21,3.06,,3.93,0.00453125,867,0.004853516,4.21
16:48.8,966,4.21,3.06,,3.93,0.00453125,867,0.004853516,4.21
17:18.9,967,4.21,3.06,,3.93,0.00453125,867,0.004853516,4.21
17:49.0,968,4.20,3.06,,3.92,0.00453125,865,0.004853516,4.20
18:19.1,969,4.21,3.06,,3.93,0.00453125,867,0.004853516,4.21
18:49.2,970,4.21,3.06,,3.93,0.00453125,867,0.004853516,4.21
19:19.2,971,4.21,3.06,,3.93,0.00453125,867,0.004853516,4.21
19:49.3,972,4.21,3.06,,3.93,0.00453125,867,0.004853516,4.21
20:19.4,973,4.21,3.06,,3.93,0.00453125,867,0.004853516,4.21
20:49.5,974,4.21,3.06,,3.93,0.00453125,867,0.004853516,4.21
21:19.6,975,4.21,3.06,,3.93,0.00453125,867,0.004853516,4.21
21:49.7,976,4.21,3.06,,3.93,0.00453125,867,0.004853516,4.21
22:19.8,977,4.21,3.06,,3.93,0.00453125,867,0.004853516,4.21
22:49.8,978,4.21,3.06,,3.93,0.00453125,867,0.004853516,4.21
23:19.9,979,4.21,3.06,,3.93,0.00453125,867,0.004853516,4.21
23:50.0,980,4.21,3.06,,3.93,0.00453125,867,0.004853516,4.21
24:20.1,981,4.21,3.06,,3.93,0.00453125,867,0.004853516,4.21
24:50.2,982,4.21,3.06,,3.93,0.00453125,867,0.004853516,4.21
25:20.3,983,4.20,3.05,,3.92,0.00453125,865,0.004853516,4.20
25:50.4,984,4.20,3.05,,3.92,0.00453125,865,0.004853516,4.20
26:20.4,985,4.21,3.06,,3.93,0.00453125,867,0.004853516,4.21
26:50.5,986,4.21,3.06,,3.93,0.00453125,867,0.004853516,4.21
27:20.6,987,4.20,3.05,,3.92,0.00453125,865,0.004853516,4.20
27:50.7,988,4.20,3.05,,3.92,0.00453125,865,0.004853516,4.20
28:20.8,989,4.20,3.05,,3.92,0.00453125,865,0.004853516,4.20
28:50.9,990,4.21,3.06,,3.93,0.00453125,867,0.004853516,4.21
29:20.9,991,4.21,3.06,,3.93,0.00453125,867,0.004853516,4.21
29:51.0,992,4.20,3.05,,3.92,0.00453125,865,0.004853516,4.20
30:21.1,993,4.21,3.06,,3.93,0.00453125,867,0.004853516,4.21
30:51.2,994,4.20,3.05,,3.92,0.00453125,865,0.004853516,4.20
31:21.3,995,4.20,3.05,,3.92,0.00453125,865,0.004853516,4.20
31:51.4,996,4.21,3.06,,3.93,0.00453125,867,0.004853516,4.21
32:21.5,997,4.20,3.05,,3.92,0.00453125,865,0.004853516,4.20
32:51.5,998,4.21,3.06,,3.93,0.00453125,867,0.004853516,4.21
33:21.6,999,4.20,3.06,,3.92,0.00453125,865,0.004853516,4.20
33:51.7,1000,4.20,3.05,,3.92,0.00453125,865,0.004853516,4.20
34:21.8,1001,4.21,3.06,,3.93,0.00453125,867,0.004853516,4.21
34:51.9,1002,4.20,3.05,,3.92,0.00453125,865,0.004853516,4.20
35:22.0,1003,4.21,3.06,,3.93,0.00453125,867,0.004853516,4.21
35:52.1,1004,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
36:22.1,1005,4.20,3.05,,3.92,0.00453125,865,0.004853516,4.20
36:52.2,1006,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
37:22.3,1007,4.21,3.06,,3.93,0.00453125,867,0.004853516,4.21
37:52.4,1008,4.21,3.06,,3.93,0.00453125,867,0.004853516,4.21
38:22.5,1009,4.21,3.06,,3.93,0.00453125,867,0.004853516,4.21
38:52.6,1010,4.21,3.06,,3.93,0.00453125,867,0.004853516,4.21
39:22.7,1011,4.21,3.06,,3.93,0.00453125,867,0.004853516,4.21
39:52.7,1012,4.20,3.05,,3.92,0.00453125,865,0.004853516,4.20
40:22.8,1013,4.21,3.06,,3.93,0.00453125,867,0.004853516,4.21
40:52.9,1014,4.21,3.06,,3.93,0.00453125,867,0.004853516,4.21
41:23.0,1015,4.21,3.06,,3.93,0.00453125,867,0.004853516,4.21
41:53.1,1016,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
42:23.2,1017,4.20,3.05,,3.92,0.00453125,865,0.004853516,4.20
42:53.3,1018,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
43:23.3,1019,4.21,3.06,,3.93,0.00453125,867,0.004853516,4.21
43:53.4,1020,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
44:23.5,1021,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
44:53.6,1022,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
45:23.7,1023,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
45:53.8,1024,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
46:23.9,1025,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
46:53.9,1026,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
47:24.0,1027,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
47:54.1,1028,4.20,3.05,,3.92,0.00453125,865,0.004853516,4.20
48:24.2,1029,4.21,3.06,,3.93,0.00453125,867,0.004853516,4.21
48:54.3,1030,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
49:24.4,1031,4.21,3.06,,3.93,0.00453125,867,0.004853516,4.21
49:54.5,1032,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
50:24.5,1033,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
50:54.6,1034,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
51:24.7,1035,4.20,3.05,,3.92,0.00453125,865,0.004853516,4.20
51:54.8,1036,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
52:24.9,1037,4.20,3.05,,3.92,0.00453125,865,0.004853516,4.20
52:55.0,1038,4.20,3.05,,3.92,0.00453125,865,0.004853516,4.20
53:25.0,1039,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
53:55.1,1040,4.20,3.05,,3.92,0.00453125,865,0.004853516,4.20
54:25.2,1041,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
54:55.3,1042,4.20,3.05,,3.92,0.00453125,865,0.004853516,4.20
55:25.4,1043,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
55:55.5,1044,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
56:25.6,1045,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
56:55.6,1046,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
57:25.7,1047,4.20,3.05,,3.92,0.00453125,865,0.004853516,4.20
57:55.8,1048,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
58:25.9,1049,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
58:56.0,1050,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
59:26.1,1051,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
59:56.2,1052,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
00:26.2,1053,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
00:56.3,1054,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
01:26.4,1055,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
01:56.5,1056,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
02:26.6,1057,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
02:56.7,1058,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
03:26.8,1059,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
03:56.8,1060,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
04:26.9,1061,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
04:57.0,1062,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
05:27.1,1063,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
05:57.2,1064,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
06:27.3,1065,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
06:57.4,1066,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
07:27.4,1067,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
07:57.5,1068,4.21,3.05,,3.93,0.00453125,867,0.004853516,4.21
