Time,Sample #,proper VBAT,CHG,,VBAT-original,original conversion factor,digital #,proper conversion,proper VBAT
02:57.3,1417,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
03:27.4,1418,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
03:57.5,1419,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
04:27.6,1420,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
04:57.6,1421,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
05:27.7,1422,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
05:57.8,1423,4.20,3.03,,3.92,0.00453125,865,0.004853516,4.20
06:27.9,1424,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
06:58.0,1425,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
07:28.1,1426,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
07:58.1,1427,4.20,3.03,,3.92,0.00453125,865,0.004853516,4.20
08:28.2,1428,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
08:58.3,1429,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
09:28.4,1430,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
09:58.5,1431,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
10:28.6,1432,4.20,3.03,,3.92,0.00453125,865,0.004853516,4.20
10:58.7,1433,4.20,3.03,,3.92,0.00453125,865,0.004853516,4.20
11:28.7,1434,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
11:58.8,1435,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
12:28.9,1436,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
12:59.0,1437,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
13:29.1,1438,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
13:59.2,1439,4.20,3.03,,3.92,0.00453125,865,0.004853516,4.20
14:29.3,1440,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
14:59.3,1441,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
15:29.4,1442,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
15:59.5,1443,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
16:29.6,1444,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
16:59.7,1445,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
17:29.8,1446,4.22,3.04,,3.94,0.00453125,870,0.004853516,4.22
17:59.9,1447,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
18:29.9,1448,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
19:00.0,1449,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
19:30.1,1450,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
20:00.2,1451,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
20:30.3,1452,4.20,3.03,,3.92,0.00453125,865,0.004853516,4.20
21:00.4,1453,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
21:30.4,1454,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
22:00.5,1455,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
22:30.6,1456,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
23:00.7,1457,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
23:30.8,1458,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
24:00.9,1459,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
24:31.0,1460,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
25:01.0,1461,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
25:31.1,1462,4.20,3.03,,3.92,0.00453125,865,0.004853516,4.20
26:01.2,1463,4.20,3.03,,3.92,0.00453125,865,0.004853516,4.20
26:31.3,1464,4.20,3.03,,3.92,0.00453125,865,0.004853516,4.20
27:01.4,1465,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
27:31.5,1466,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
28:01.6,1467,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
28:31.6,1468,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
29:01.7,1469,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
29:31.8,1470,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
30:01.9,1471,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
30:32.0,1472,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
31:02.1,1473,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
31:32.1,1474,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
32:02.2,1475,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
32:32.3,1476,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
33:02.4,1477,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
33:32.5,1478,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
34:02.6,1479,4.20,3.03,,3.92,0.00453125,865,0.004853516,4.20
34:32.7,1480,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
35:02.7,1481,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
35:32.8,1482,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
36:02.9,1483,4.20,3.03,,3.92,0.00453125,865,0.004853516,4.20
36:33.0,1484,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
37:03.1,1485,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
37:33.2,1486,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
38:03.3,1487,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
38:33.3,1488,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
39:03.4,1489,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
39:33.5,1490,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
40:03.6,1491,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
40:33.7,1492,4.20,3.03,,3.92,0.00453125,865,0.004853516,4.20
41:03.8,1493,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
41:33.9,1494,4.20,3.03,,3.92,0.00453125,865,0.004853516,4.20
42:03.9,1495,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
42:34.0,1496,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
43:04.1,1497,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
43:34.2,1498,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
44:04.3,1499,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
44:34.4,1500,4.20,3.03,,3.92,0.00453125,865,0.004853516,4.20
45:04.5,1501,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
45:34.5,1502,4.20,3.03,,3.92,0.00453125,865,0.004853516,4.20
46:04.6,1503,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
46:34.7,1504,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
47:04.8,1505,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
47:34.9,1506,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
48:05.0,1507,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
48:35.0,1508,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
49:05.1,1509,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
49:35.2,1510,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
50:05.3,1511,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
50:35.4,1512,4.20,3.04,,3.92,0.00453125,865,0.004853516,4.20
51:05.5,1513,4.20,3.02,,3.92,0.00453125,865,0.004853516,4.20
51:35.6,1514,4.20,3.03,,3.92,0.00453125,865,0.004853516,4.20
52:05.6,1515,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
52:35.7,1516,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
53:05.8,1517,4.20,3.03,,3.92,0.00453125,865,0.004853516,4.20
53:35.9,1518,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
54:06.0,1519,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
54:36.1,1520,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
55:06.2,1521,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
55:36.2,1522,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
56:06.3,1523,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
56:36.4,1524,4.20,3.02,,3.92,0.00453125,865,0.004853516,4.20
57:06.5,1525,4.20,3.03,,3.92,0.00453125,865,0.004853516,4.20
57:36.6,1526,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
58:06.7,1527,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
58:36.8,1528,4.20,3.03,,3.92,0.00453125,865,0.004853516,4.20
59:06.8,1529,4.20,3.03,,3.92,0.00453125,865,0.004853516,4.20
59:36.9,1530,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
00:07.0,1531,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
00:37.1,1532,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
01:07.2,1533,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
01:37.3,1534,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
02:07.4,1535,4.20,3.02,,3.92,0.00453125,865,0.004853516,4.20
02:37.4,1536,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
03:07.5,1537,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
03:37.6,1538,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
04:07.7,1539,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
04:37.8,1540,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
05:07.9,1541,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
05:38.0,1542,4.19,3.03,,3.91,0.00453125,863,0.004853516,4.19
06:08.0,1543,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
06:38.1,1544,4.20,3.03,,3.92,0.00453125,865,0.004853516,4.20
07:08.2,1545,4.20,3.03,,3.92,0.00453125,865,0.004853516,4.20
07:38.3,1546,4.20,3.03,,3.92,0.00453125,865,0.004853516,4.20
08:08.4,1547,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
08:38.5,1548,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
09:08.5,1549,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
09:38.6,1550,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
10:08.7,1551,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
10:38.8,1552,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
11:08.9,1553,4.20,3.03,,3.92,0.00453125,865,0.004853516,4.20
11:39.0,1554,4.20,3.03,,3.92,0.00453125,865,0.004853516,4.20
12:09.1,1555,4.20,3.03,,3.92,0.00453125,865,0.004853516,4.20
12:39.1,1556,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
13:09.2,1557,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
13:39.3,1558,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
14:09.4,1559,4.20,3.02,,3.92,0.00453125,865,0.004853516,4.20
14:39.5,1560,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
15:09.6,1561,4.22,3.03,,3.94,0.00453125,870,0.004853516,4.22
15:39.7,1562,4.20,3.02,,3.92,0.00453125,865,0.004853516,4.20
16:09.7,1563,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
16:39.8,1564,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
17:09.9,1565,4.20,3.03,,3.92,0.00453125,865,0.004853516,4.20
17:40.0,1566,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
18:10.1,1567,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
18:40.2,1568,4.20,3.02,,3.92,0.00453125,865,0.004853516,4.20
19:10.3,1569,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
19:40.3,1570,4.20,3.03,,3.92,0.00453125,865,0.004853516,4.20
20:10.4,1571,4.19,3.03,,3.91,0.00453125,863,0.004853516,4.19
20:40.5,1572,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
21:10.6,1573,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
21:40.7,1574,4.21,3.04,,3.93,0.00453125,867,0.004853516,4.21
22:10.8,1575,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
22:40.9,1576,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
23:10.9,1577,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
23:41.0,1578,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
24:11.1,1579,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
24:41.2,1580,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
25:11.3,1581,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
25:41.4,1582,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
26:11.4,1583,4.20,3.02,,3.92,0.00453125,865,0.004853516,4.20
26:41.5,1584,4.20,3.02,,3.92,0.00453125,865,0.004853516,4.20
27:11.6,1585,4.20,3.03,,3.92,0.00453125,865,0.004853516,4.20
27:41.7,1586,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
28:11.8,1587,4.20,3.02,,3.92,0.00453125,865,0.004853516,4.20
28:41.9,1588,4.20,3.02,,3.92,0.00453125,865,0.004853516,4.20
29:12.0,1589,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
29:42.0,1590,4.20,3.03,,3.92,0.00453125,865,0.004853516,4.20
30:12.1,1591,4.20,3.02,,3.92,0.00453125,865,0.004853516,4.20
30:42.2,1592,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
31:12.3,1593,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
31:42.4,1594,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
32:12.5,1595,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
32:42.6,1596,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
33:12.6,1597,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
33:42.7,1598,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
34:12.8,1599,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
34:42.9,1600,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
35:13.0,1601,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
35:43.1,1602,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
36:13.2,1603,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
36:43.2,1604,4.20,3.03,,3.92,0.00453125,865,0.004853516,4.20
37:13.3,1605,4.20,3.02,,3.92,0.00453125,865,0.004853516,4.20
37:43.4,1606,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
38:13.5,1607,4.20,3.02,,3.92,0.00453125,865,0.004853516,4.20
38:43.6,1608,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
39:13.7,1609,4.20,3.02,,3.92,0.00453125,865,0.004853516,4.20
39:43.8,1610,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
40:13.8,1611,4.20,3.02,,3.92,0.00453125,865,0.004853516,4.20
40:43.9,1612,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
41:14.0,1613,4.20,3.03,,3.92,0.00453125,865,0.004853516,4.20
41:44.1,1614,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
42:14.2,1615,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
42:44.3,1616,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
43:14.4,1617,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
43:44.4,1618,4.20,3.02,,3.92,0.00453125,865,0.004853516,4.20
44:14.5,1619,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
44:44.6,1620,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
45:14.7,1621,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
45:44.8,1622,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
46:14.9,1623,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
46:44.9,1624,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
47:15.0,1625,4.20,3.02,,3.92,0.00453125,865,0.004853516,4.20
47:45.1,1626,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
48:15.2,1627,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
48:45.3,1628,4.20,3.02,,3.92,0.00453125,865,0.004853516,4.20
49:15.4,1629,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
49:45.5,1630,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
50:15.5,1631,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
50:45.6,1632,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
51:15.7,1633,4.20,3.02,,3.92,0.00453125,865,0.004853516,4.20
51:45.8,1634,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
52:15.9,1635,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
52:46.0,1636,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
53:16.1,1637,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
53:46.1,1638,4.20,3.03,,3.92,0.00453125,865,0.004853516,4.20
54:16.2,1639,4.21,3.02,,3.93,0.00453125,867,0.004853516,4.21
54:46.3,1640,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
55:16.4,1641,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
55:46.5,1642,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
56:16.6,1643,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
56:46.7,1644,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
57:16.7,1645,4.20,3.03,,3.92,0.00453125,865,0.004853516,4.20
57:46.8,1646,4.20,3.02,,3.92,0.00453125,865,0.004853516,4.20
58:16.9,1647,4.20,3.02,,3.92,0.00453125,865,0.004853516,4.20
58:47.0,1648,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
59:17.1,1649,4.20,3.02,,3.92,0.00453125,865,0.004853516,4.20
59:47.2,1650,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
00:17.3,1651,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
00:47.3,1652,4.20,3.02,,3.92,0.00453125,865,0.004853516,4.20
01:17.4,1653,4.20,3.03,,3.92,0.00453125,865,0.004853516,4.20
01:47.5,1654,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
02:17.6,1655,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
02:47.7,1656,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
03:17.8,1657,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
03:47.8,1658,4.20,3.02,,3.92,0.00453125,865,0.004853516,4.20
04:17.9,1659,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
04:48.0,1660,4.20,3.02,,3.92,0.00453125,865,0.004853516,4.20
05:18.1,1661,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
05:48.2,1662,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
06:18.3,1663,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
06:48.4,1664,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
07:18.4,1665,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
07:48.5,1666,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
08:18.6,1667,4.20,3.02,,3.92,0.00453125,865,0.004853516,4.20
08:48.7,1668,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
09:18.8,1669,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
09:48.9,1670,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
10:19.0,1671,4.20,3.02,,3.92,0.00453125,865,0.004853516,4.20
10:49.0,1672,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
11:19.1,1673,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
11:49.2,1674,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
12:19.3,1675,4.20,3.02,,3.92,0.00453125,865,0.004853516,4.20
12:49.4,1676,4.20,3.02,,3.92,0.00453125,865,0.004853516,4.20
13:19.5,1677,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
13:49.6,1678,4.20,3.03,,3.92,0.00453125,865,0.004853516,4.20
14:19.6,1679,4.20,3.03,,3.92,0.00453125,865,0.004853516,4.20
14:49.7,1680,4.20,3.02,,3.92,0.00453125,865,0.004853516,4.20
15:19.8,1681,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
15:49.9,1682,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
16:20.0,1683,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
16:50.1,1684,4.19,3.03,,3.91,0.00453125,863,0.004853516,4.19
17:20.2,1685,4.20,3.02,,3.92,0.00453125,865,0.004853516,4.20
17:50.2,1686,4.20,3.02,,3.92,0.00453125,865,0.004853516,4.20
18:20.3,1687,4.21,3.02,,3.93,0.00453125,867,0.004853516,4.21
18:50.4,1688,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
19:20.5,1689,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
19:50.6,1690,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
20:20.7,1691,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
20:50.8,1692,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
21:20.8,1693,4.20,3.02,,3.92,0.00453125,865,0.004853516,4.20
21:50.9,1694,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
22:21.0,1695,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
22:51.1,1696,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
23:21.2,1697,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
23:51.3,1698,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
24:21.3,1699,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
24:51.4,1700,4.21,3.02,,3.93,0.00453125,867,0.004853516,4.21
25:21.5,1701,4.20,3.02,,3.92,0.00453125,865,0.004853516,4.20
25:51.6,1702,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
26:21.7,1703,4.20,3.03,,3.92,0.00453125,865,0.004853516,4.20
26:51.8,1704,4.20,3.02,,3.92,0.00453125,865,0.004853516,4.20
27:21.9,1705,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
27:51.9,1706,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
28:22.0,1707,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
28:52.1,1708,4.20,3.02,,3.92,0.00453125,865,0.004853516,4.20
29:22.2,1709,4.20,3.02,,3.92,0.00453125,865,0.004853516,4.20
29:52.3,1710,4.20,3.02,,3.92,0.00453125,865,0.004853516,4.20
30:22.4,1711,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
30:52.5,1712,4.20,3.02,,3.92,0.00453125,865,0.004853516,4.20
31:22.5,1713,4.20,3.02,,3.92,0.00453125,865,0.004853516,4.20
31:52.6,1714,4.20,3.02,,3.92,0.00453125,865,0.004853516,4.20
32:22.7,1715,4.20,3.02,,3.92,0.00453125,865,0.004853516,4.20
32:52.8,1716,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
33:22.9,1717,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
33:53.0,1718,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
34:23.1,1719,4.20,3.02,,3.92,0.00453125,865,0.004853516,4.20
34:53.1,1720,4.21,3.02,,3.93,0.00453125,867,0.004853516,4.21
35:23.2,1721,4.21,3.02,,3.93,0.00453125,867,0.004853516,4.21
35:53.3,1722,4.20,3.02,,3.92,0.00453125,865,0.004853516,4.20
36:23.4,1723,4.20,3.02,,3.92,0.00453125,865,0.004853516,4.20
36:53.5,1724,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
37:23.6,1725,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
37:53.7,1726,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
38:23.7,1727,4.20,3.02,,3.92,0.00453125,865,0.004853516,4.20
38:53.8,1728,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
39:23.9,1729,4.20,3.02,,3.92,0.00453125,865,0.004853516,4.20
39:54.0,1730,4.20,3.02,,3.92,0.00453125,865,0.004853516,4.20
40:24.1,1731,4.21,3.02,,3.93,0.00453125,867,0.004853516,4.21
40:54.2,1732,4.21,3.02,,3.93,0.00453125,867,0.004853516,4.21
41:24.2,1733,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
41:54.3,1734,4.21,3.02,,3.93,0.00453125,867,0.004853516,4.21
42:24.4,1735,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
42:54.5,1736,4.20,3.02,,3.92,0.00453125,865,0.004853516,4.20
43:24.6,1737,4.20,3.02,,3.92,0.00453125,865,0.004853516,4.20
43:54.7,1738,4.21,3.02,,3.93,0.00453125,867,0.004853516,4.21
44:24.8,1739,4.21,3.02,,3.93,0.00453125,867,0.004853516,4.21
44:54.9,1740,4.21,3.02,,3.93,0.00453125,867,0.004853516,4.21
45:24.9,1741,4.21,3.02,,3.93,0.00453125,867,0.004853516,4.21
45:55.0,1742,4.21,3.02,,3.93,0.00453125,867,0.004853516,4.21
46:25.1,1743,4.20,3.02,,3.92,0.00453125,865,0.004853516,4.20
46:55.2,1744,4.21,3.02,,3.93,0.00453125,867,0.004853516,4.21
47:25.3,1745,4.20,3.02,,3.92,0.00453125,865,0.004853516,4.20
47:55.4,1746,4.21,3.02,,3.93,0.00453125,867,0.004853516,4.21
48:25.4,1747,4.21,3.02,,3.93,0.00453125,867,0.004853516,4.21
48:55.5,1748,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
49:25.6,1749,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
49:55.7,1750,4.20,3.02,,3.92,0.00453125,865,0.004853516,4.20
50:25.8,1751,4.21,3.02,,3.93,0.00453125,867,0.004853516,4.21
50:55.9,1752,4.20,3.02,,3.92,0.00453125,865,0.004853516,4.20
51:26.0,1753,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
51:56.0,1754,4.21,3.02,,3.93,0.00453125,867,0.004853516,4.21
52:26.1,1755,4.21,3.02,,3.93,0.00453125,867,0.004853516,4.21
52:56.2,1756,4.21,3.02,,3.93,0.00453125,867,0.004853516,4.21
53:26.3,1757,4.21,3.02,,3.93,0.00453125,867,0.004853516,4.21
53:56.4,1758,4.21,3.02,,3.93,0.00453125,867,0.004853516,4.21
54:26.5,1759,4.21,3.02,,3.93,0.00453125,867,0.004853516,4.21
54:56.6,1760,4.20,3.01,,3.92,0.00453125,865,0.004853516,4.20
55:26.6,1761,4.21,3.02,,3.93,0.00453125,867,0.004853516,4.21
55:56.7,1762,4.20,3.01,,3.92,0.00453125,865,0.004853516,4.20
56:26.8,1763,4.21,3.02,,3.93,0.00453125,867,0.004853516,4.21
56:56.9,1764,4.21,3.02,,3.93,0.00453125,867,0.004853516,4.21
