Model,MSO4104B-L
Firmware Version,2.90

Waveform Type,ANALOG
Point Format,Y
Horizontal Units,s
Horizontal Scale,0.02
Horizontal Delay,0.0488
Sample Interval,2e-05
Record Length,10000
Gating,0.0% to 100.0%
Probe Attenuation,10
Vertical Units,V
Vertical Offset,0
Vertical Scale,0.05
Vertical Position,0.16
,
,
,
Label,BATT_V
TIME,CH1
4.2100e-02,-0.000226563
4.2120e-02,-0.00610156
4.2140e-02,-0.0168047
4.2160e-02,-0.00796875
4.2180e-02,-0.0197734
4.2200e-02,-0.0153594
4.2220e-02,-0.00589063
4.2240e-02,-0.00730469
4.2260e-02,0.000570312
4.2280e-02,-0.00211719
4.2300e-02,-0.00854688
4.2320e-02,-0.00765625
4.2340e-02,0.00046875
4.2360e-02,-0.0113672
4.2380e-02,-0.00960156
4.2400e-02,-0.002125
4.2420e-02,-0.00892188
4.2440e-02,-0.000742187
4.2460e-02,-0.00214063
4.2480e-02,-0.0104219
4.2500e-02,-0.0124141
4.2520e-02,0.00346875
4.2540e-02,-0.00602344
4.2560e-02,-0.00284375
4.2580e-02,-0.0009375
4.2600e-02,-0.00980469
4.2620e-02,-0.00735156
4.2640e-02,0.00294531
4.2660e-02,-0.00789063
4.2680e-02,-0.00748437
4.2700e-02,-0.00666406
4.2720e-02,-0.00785156
4.2740e-02,-0.0100938
4.2760e-02,0.00354687
4.2780e-02,-0.00591406
4.2800e-02,-0.00465625
4.2820e-02,-0.00542969
4.2840e-02,-0.00601563
4.2860e-02,-0.0114141
4.2880e-02,0.0016875
4.2900e-02,-0.00692969
4.2920e-02,-0.00639063
4.2940e-02,-0.00392969
4.2960e-02,-0.00653906
4.2980e-02,-0.00820313
4.3000e-02,0.00096875
4.3020e-02,-0.00459375
4.3040e-02,-0.00877344
4.3060e-02,-0.000898437
4.3080e-02,-0.00421875
4.3100e-02,-0.00367187
4.3120e-02,0.00059375
4.3140e-02,-0.0038125
4.3160e-02,-0.0230469
4.3180e-02,0.00169531
4.3200e-02,-0.0106953
4.3220e-02,-0.0108281
4.3240e-02,-0.00807813
4.3260e-02,-0.00153906
4.3280e-02,-0.01275
4.3300e-02,-0.00192187
4.3320e-02,-0.00242969
4.3340e-02,-0.0085
4.3360e-02,-0.00370312
4.3380e-02,-0.0116953
4.3400e-02,-0.00975
4.3420e-02,0.00435156
4.3440e-02,-0.00440625
4.3460e-02,-0.014625
4.3480e-02,-0.00782031
4.3500e-02,-0.00502344
4.3520e-02,-0.00688281
4.3540e-02,0.001625
4.3560e-02,-0.00386719
4.3580e-02,-0.00946094
4.3600e-02,-0.00485156
4.3620e-02,-0.00149219
4.3640e-02,-0.0118203
4.3660e-02,-0.000625
4.3680e-02,-0.0016875
4.3700e-02,-0.00885938
4.3720e-02,-0.00852344
4.3740e-02,-0.00202344
4.3760e-02,-0.00665625
4.3780e-02,-0.00449219
4.3800e-02,0.00192187
4.3820e-02,-0.00967969
4.3840e-02,-0.0110781
4.3860e-02,-0.00111719
4.3880e-02,-0.00895312
4.3900e-02,-0.00230469
4.3920e-02,0.00125
4.3940e-02,-0.00727344
4.3960e-02,-0.00989844
4.3980e-02,-0.00384375
4.4000e-02,-0.0106641
4.4020e-02,-0.00722656
4.4040e-02,0.00839062
4.4060e-02,-0.002875
4.4080e-02,-0.00100781
4.4100e-02,-0.00117969
4.4120e-02,-0.00458594
4.4140e-02,-0.0137422
4.4160e-02,-0.00369531
4.4180e-02,-0.0168438
4.4200e-02,-0.0129609
4.4220e-02,-0.00134375
4.4240e-02,-0.0126328
4.4260e-02,-0.00178125
4.4280e-02,-0.00466406
4.4300e-02,-0.00203125
4.4320e-02,-0.00665625
4.4340e-02,-0.00421875
4.4360e-02,0.00078125
4.4380e-02,-0.003625
4.4400e-02,-0.00244531
4.4420e-02,-0.0117656
4.4440e-02,-0.00946875
4.4460e-02,-0.000429688
4.4480e-02,-0.0030625
4.4500e-02,0.00103906
4.4520e-02,-0.006625
4.4540e-02,-0.00567969
4.4560e-02,-0.0100391
4.4580e-02,-0.00598438
4.4600e-02,0.00429688
4.4620e-02,-0.00271875
4.4640e-02,-0.00521094
4.4660e-02,0.00107031
4.4680e-02,-0.005125
4.4700e-02,-0.00998438
4.4720e-02,-0.00816406
4.4740e-02,0.000367187
4.4760e-02,-0.00475
4.4780e-02,0.000195312
4.4800e-02,0.00510937
4.4820e-02,-0.0160156
4.4840e-02,-0.00425
4.4860e-02,-0.00271094
4.4880e-02,-0.0105547
4.4900e-02,-0.00410156
4.4920e-02,0.00176562
4.4940e-02,-0.00267187
4.4960e-02,-0.00853906
4.4980e-02,-0.00346875
4.5000e-02,-0.00614844
4.5020e-02,-0.00652344
4.5040e-02,0.00178906
4.5060e-02,0.00209375
4.5080e-02,8.59375e-05
4.5100e-02,-0.00152344
4.5120e-02,0.00159375
4.5140e-02,-0.0130547
4.5160e-02,-0.0128516
4.5180e-02,-0.00792188
4.5200e-02,-0.0139609
4.5220e-02,-0.00916406
4.5240e-02,-0.00285937
4.5260e-02,0.00444531
4.5280e-02,-0.00652344
4.5300e-02,0.00882812
4.5320e-02,-0.00496875
4.5340e-02,-0.0116875
4.5360e-02,0.00519531
4.5380e-02,0.000453125
4.5400e-02,-0.00401563
4.5420e-02,-0.00440625
4.5440e-02,-0.00676562
4.5460e-02,-0.008375
4.5480e-02,-0.0102188
4.5500e-02,0.00173437
4.5520e-02,-0.00461719
4.5540e-02,-0.00365625
4.5560e-02,0.00255469
4.5580e-02,-0.010875
4.5600e-02,-0.00947656
4.5620e-02,-0.00310938
4.5640e-02,0.00844531
4.5660e-02,-0.0121953
4.5680e-02,-0.0130625
4.5700e-02,0.00469531
4.5720e-02,-0.0009375
4.5740e-02,-0.0122031
4.5760e-02,-0.00623438
4.5780e-02,0.00025
4.5800e-02,0.00417969
4.5820e-02,0.00371094
4.5840e-02,-0.00360937
4.5860e-02,-0.00500781
4.5880e-02,-0.0039375
4.5900e-02,-0.0107891
4.5920e-02,-0.00295313
4.5940e-02,0.00683594
4.5960e-02,-0.00909375
4.5980e-02,0.00333594
4.6000e-02,-0.00304688
4.6020e-02,-0.0104688
4.6040e-02,-0.00371094
4.6060e-02,0.00386719
4.6080e-02,0.00278906
4.6100e-02,-0.0003125
4.6120e-02,0.00566406
4.6140e-02,-0.008875
4.6160e-02,-0.010625
4.6180e-02,-0.00600781
4.6200e-02,-0.0175469
4.6220e-02,-0.00722656
4.6240e-02,-0.00932812
4.6260e-02,-0.00728906
4.6280e-02,0.00284375
4.6300e-02,0.0039375
4.6320e-02,-0.00264062
4.6340e-02,-0.00553906
4.6360e-02,-0.00282031
4.6380e-02,-0.00260937
4.6400e-02,0.000554687
4.6420e-02,0.0039375
4.6440e-02,-0.00711719
4.6460e-02,-0.00646875
4.6480e-02,-0.00053125
4.6500e-02,-0.00875
4.6520e-02,0.00592188
4.6540e-02,2.34375e-05
4.6560e-02,-0.000804687
4.6580e-02,-0.00244531
4.6600e-02,-0.00809375
4.6620e-02,-0.0079375
4.6640e-02,0.0107734
4.6660e-02,-0.00375781
4.6680e-02,0.00135156
4.6700e-02,-0.00157812
4.6720e-02,-0.0102422
4.6740e-02,0.00163281
4.6760e-02,-0.00535937
4.6780e-02,0.000726562
4.6800e-02,0.00199219
4.6820e-02,0.00330469
4.6840e-02,-0.0083125
4.6860e-02,-0.00398438
4.6880e-02,-0.00734375
4.6900e-02,0.000742187
4.6920e-02,0.0054375
4.6940e-02,-0.00144531
4.6960e-02,-0.00746094
4.6980e-02,0.00145312
4.7000e-02,-0.00366406
4.7020e-02,-0.0105859
4.7040e-02,0.0169766
4.7060e-02,-0.00375781
4.7080e-02,0.0065625
4.7100e-02,0.000703125
4.7120e-02,-0.0118203
4.7140e-02,-0.008125
4.7160e-02,-0.000226563
4.7180e-02,-0.0178203
4.7200e-02,-0.00377344
4.7220e-02,-0.00608594
4.7240e-02,-0.000757812
4.7260e-02,0.00295313
4.7280e-02,0.000257812
4.7300e-02,-0.00814844
4.7320e-02,0.000109375
4.7340e-02,0.00460156
4.7360e-02,-0.00248438
4.7380e-02,0.000507812
4.7400e-02,-0.00896094
4.7420e-02,-0.00459375
4.7440e-02,0.00135937
4.7460e-02,-0.00592188
4.7480e-02,-0.000664062
4.7500e-02,0.00322656
4.7520e-02,-0.0049375
4.7540e-02,-0.00161719
4.7560e-02,-0.000328125
4.7580e-02,-0.00495313
4.7600e-02,0.00327344
4.7620e-02,0.00626563
4.7640e-02,-0.0119609
4.7660e-02,-0.00555469
4.7680e-02,-0.00388281
4.7700e-02,-0.00417188
4.7720e-02,0.00525
4.7740e-02,-0.00450781
4.7760e-02,-0.00853906
4.7780e-02,0.00205469
4.7800e-02,-0.00329688
4.7820e-02,0.00255469
4.7840e-02,0.00244531
4.7860e-02,-0.00228906
4.7880e-02,0.004
4.7900e-02,-0.00152344
4.7920e-02,-0.00971875
4.7940e-02,-0.00239063
4.7960e-02,0.00122656
4.7980e-02,-0.00424219
4.8000e-02,0.00210938
4.8020e-02,-0.00895312
4.8040e-02,-0.000171875
4.8060e-02,0.00834375
4.8080e-02,0.00489844
4.8100e-02,-0.00575
4.8120e-02,0.0039375
4.8140e-02,-0.000421875
4.8160e-02,-0.0139844
4.8180e-02,-0.00602344
4.8200e-02,-0.00844531
4.8220e-02,-0.00257031
4.8240e-02,0.00103125
4.8260e-02,-0.00223438
4.8280e-02,0.00746094
4.8300e-02,0.000796875
4.8320e-02,-0.00592188
4.8340e-02,0.00920312
4.8360e-02,0.00700781
4.8380e-02,-0.00503125
4.8400e-02,-0.00721094
4.8420e-02,0.00321875
4.8440e-02,0.000320312
4.8460e-02,0.000132812
4.8480e-02,0.00139062
4.8500e-02,-0.00792188
4.8520e-02,0.00317187
4.8540e-02,0.00154687
4.8560e-02,0.00714062
4.8580e-02,0.00197656
4.8600e-02,-0.00209375
4.8620e-02,-0.0115469
4.8640e-02,0.00258594
4.8660e-02,-0.00140625
4.8680e-02,0.00323437
4.8700e-02,0.00279688
4.8720e-02,-0.00601563
4.8740e-02,-0.00939062
4.8760e-02,0.0035
4.8780e-02,0.000125
4.8800e-02,0.00935937
4.8820e-02,0.0074375
4.8840e-02,-0.00926562
4.8860e-02,-0.00404688
4.8880e-02,0.00323437
4.8900e-02,-0.00213281
4.8920e-02,0.00629688
4.8940e-02,0.00566406
4.8960e-02,-0.00766406
4.8980e-02,-0.00509375
4.9000e-02,0.00053125
4.9020e-02,-0.000117187
4.9040e-02,0.00854687
4.9060e-02,0.00163281
4.9080e-02,-0.00215625
4.9100e-02,0.00182812
4.9120e-02,-0.002125
4.9140e-02,-0.00379687
4.9160e-02,0.00636719
4.9180e-02,-3.90625e-05
4.9200e-02,-0.00904687
4.9220e-02,0.00101562
4.9240e-02,-0.0076875
4.9260e-02,-0.0121172
4.9280e-02,0.00586719
4.9300e-02,0.00470313
4.9320e-02,0.00425
4.9340e-02,0.00820312
4.9360e-02,-0.00585938
4.9380e-02,-0.00540625
4.9400e-02,0.00199219
4.9420e-02,0.00110937
4.9440e-02,0.00304687
4.9460e-02,0.00813281
4.9480e-02,-0.00735938
4.9500e-02,-0.00432031
4.9520e-02,0.00363281
4.9540e-02,-0.00253125
4.9560e-02,0.00589844
4.9580e-02,0.00178906
4.9600e-02,-0.00486719
4.9620e-02,-0.00217188
4.9640e-02,-0.00145313
4.9660e-02,-0.00314844
4.9680e-02,0.00478906
4.9700e-02,-0.00153906
4.9720e-02,-0.00935937
4.9740e-02,0.000703125
4.9760e-02,0.00207031
4.9780e-02,-0.000929687
4.9800e-02,0.00173437
4.9820e-02,-0.00178125
4.9840e-02,-0.00132031
4.9860e-02,0.00763281
4.9880e-02,0.00461719
4.9900e-02,-0.00536719
4.9920e-02,-0.00199219
4.9940e-02,-0.00291406
4.9960e-02,0.00336719
4.9980e-02,0.0124766
5.0000e-02,0.000195312
5.0020e-02,-0.00632813
5.0040e-02,0.00609375
5.0060e-02,0.000929687
5.0080e-02,0.00298438
5.0100e-02,0.00624219
5.0120e-02,0.00028125
5.0140e-02,-0.0108672
5.0160e-02,-0.00434375
5.0180e-02,-0.00864844
5.0200e-02,-0.004375
5.0220e-02,0.0124844
5.0240e-02,0.00325781
5.0260e-02,0.000976562
5.0280e-02,0.0008125
5.0300e-02,-0.00680469
5.0320e-02,-0.00507031
5.0340e-02,0.0061875
5.0360e-02,-7.03125e-05
5.0380e-02,-0.00682812
5.0400e-02,0.00132812
5.0420e-02,-0.00169531
5.0440e-02,-0.00127344
5.0460e-02,0.00686719
5.0480e-02,-0.00136719
5.0500e-02,-0.000601562
5.0520e-02,0.0108047
5.0540e-02,-0.00338281
5.0560e-02,0.0013125
5.0580e-02,0.0001875
5.0600e-02,-0.00247656
5.0620e-02,-0.00280469
5.0640e-02,0.0108984
5.0660e-02,-0.000742187
5.0680e-02,0.00449219
5.0700e-02,0.002375
5.0720e-02,-0.006125
5.0740e-02,-0.00178125
5.0760e-02,0.00739062
5.0780e-02,0.00233594
5.0800e-02,0.000125
5.0820e-02,-0.00349219
5.0840e-02,-0.00622656
5.0860e-02,-0.00428906
5.0880e-02,0.00633594
5.0900e-02,-0.00267187
5.0920e-02,-0.00253125
5.0940e-02,0.00096875
5.0960e-02,-0.00758594
5.0980e-02,-0.0026875
5.1000e-02,0.00517187
5.1020e-02,0.00145312
5.1040e-02,-0.000859375
5.1060e-02,0.00217969
5.1080e-02,0.00384375
5.1100e-02,-0.00336719
5.1120e-02,0.00686719
5.1140e-02,-0.004
5.1160e-02,-0.00110156
5.1180e-02,-0.00254687
5.1200e-02,-0.00946875
5.1220e-02,-0.00666406
5.1240e-02,-0.00300781
5.1260e-02,-0.00714063
5.1280e-02,-0.00495313
5.1300e-02,0.0113828
5.1320e-02,-0.00186719
5.1340e-02,-0.00104688
5.1360e-02,0.00486719
5.1380e-02,-0.000320313
5.1400e-02,-7.8125e-05
5.1420e-02,0.00244531
5.1440e-02,0.0035625
5.1460e-02,-0.00588281
5.1480e-02,0.00142187
5.1500e-02,-0.002375
5.1520e-02,-0.00273437
5.1540e-02,0.00378125
5.1560e-02,-0.00360156
5.1580e-02,-0.00496094
5.1600e-02,0.00902344
5.1620e-02,-0.00557031
5.1640e-02,-0.00195312
5.1660e-02,0.000453125
5.1680e-02,0.000898437
5.1700e-02,-0.00195312
5.1720e-02,0.00407813
5.1740e-02,0.00703906
5.1760e-02,-0.001625
5.1780e-02,0.00629688
5.1800e-02,-0.00103125
5.1820e-02,-0.00553125
5.1840e-02,0.00613281
5.1860e-02,-0.00700781
5.1880e-02,-0.0005625
5.1900e-02,0.00592969
5.1920e-02,0.00339062
5.1940e-02,-0.00669531
5.1960e-02,0.00232813
5.1980e-02,0.00135937
5.2000e-02,-0.00413281
5.2020e-02,0.00629688
5.2040e-02,0.008625
5.2060e-02,-0.00300781
5.2080e-02,-0.00154687
5.2100e-02,0.00163281
5.2120e-02,-0.0114922
5.2140e-02,-0.0098125
5.2160e-02,-0.00175
5.2180e-02,-0.00984375
5.2200e-02,0.00122656
5.2220e-02,0.000320312
5.2240e-02,-0.00652344
5.2260e-02,-0.00107031
5.2280e-02,-0.00186719
5.2300e-02,-0.000140625
5.2320e-02,0.00175781
5.2340e-02,0.009125
5.2360e-02,-0.00717188
5.2380e-02,-0.00522656
5.2400e-02,-0.00442188
5.2420e-02,-0.00690625
5.2440e-02,0.0004375
5.2460e-02,-0.001625
5.2480e-02,0.00278906
5.2500e-02,-0.00974219
5.2520e-02,-0.00389844
5.2540e-02,0.000195312
5.2560e-02,-0.00175781
5.2580e-02,0.00605469
5.2600e-02,-0.00222656
5.2620e-02,-0.000773437
5.2640e-02,0.00702344
5.2660e-02,0.00342969
5.2680e-02,-0.00727344
5.2700e-02,0.00530469
5.2720e-02,0.0152734
5.2740e-02,-0.00424219
5.2760e-02,-0.00500781
5.2780e-02,3.125e-05
5.2800e-02,-0.00946094
5.2820e-02,-0.00475781
5.2840e-02,0.00407031
5.2860e-02,0.000601562
5.2880e-02,-0.00722656
5.2900e-02,-0.00446094
5.2920e-02,-0.00257031
5.2940e-02,-0.00833594
5.2960e-02,-0.00691406
5.2980e-02,0.00711719
5.3000e-02,0.00307031
5.3020e-02,-0.000429688
5.3040e-02,0.00407813
5.3060e-02,0.0050625
5.3080e-02,0.00997656
5.3100e-02,0.00325
5.3120e-02,-0.00374219
5.3140e-02,-0.0013125
5.3160e-02,-0.00628125
5.3180e-02,-0.0133984
5.3200e-02,-0.0108906
5.3220e-02,-0.00714844
5.3240e-02,-0.00500781
5.3260e-02,-0.00760156
5.3280e-02,-0.000703125
5.3300e-02,-0.00314844
5.3320e-02,-0.000945312
5.3340e-02,0.0128438
5.3360e-02,0.00592188
5.3380e-02,-0.0046875
5.3400e-02,0.0184453
5.3420e-02,0.00335937
5.3440e-02,-0.0106641
5.3460e-02,-0.00229688
5.3480e-02,-0.00232813
5.3500e-02,-0.00196094
5.3520e-02,-0.00510156
5.3540e-02,0.00397656
5.3560e-02,-0.00467969
5.3580e-02,-0.00174219
5.3600e-02,-0.00254687
5.3620e-02,-0.00299219
5.3640e-02,-0.00166406
5.3660e-02,0.001375
5.3680e-02,0.00196875
5.3700e-02,-0.00507813
5.3720e-02,-0.00332813
5.3740e-02,-0.004375
5.3760e-02,-0.00629688
5.3780e-02,0.0004375
5.3800e-02,0.00371875
5.3820e-02,-0.00299219
5.3840e-02,0.012375
5.3860e-02,-0.00953125
5.3880e-02,-0.0212422
5.3900e-02,0.00364062
5.3920e-02,0.0140391
5.3940e-02,-0.0054375
5.3960e-02,-0.00503906
5.3980e-02,0.00335156
5.4000e-02,-0.00104688
5.4020e-02,-0.00797656
5.4040e-02,-7.8125e-05
5.4060e-02,0.00253906
5.4080e-02,-0.00110938
5.4100e-02,0.00444531
5.4120e-02,0.00114844
5.4140e-02,-0.00848438
5.4160e-02,-0.00303906
5.4180e-02,-0.00760156
5.4200e-02,-0.00809375
5.4220e-02,-0.00855469
5.4240e-02,-0.00366406
5.4260e-02,-0.00630469
5.4280e-02,-0.0018125
5.4300e-02,0.00473438
5.4320e-02,0.0011875
5.4340e-02,0.00189844
5.4360e-02,-0.0014375
5.4380e-02,-0.0128203
5.4400e-02,-0.00100781
5.4420e-02,-0.00211719
5.4440e-02,-0.00247656
5.4460e-02,-0.0028125
5.4480e-02,-0.00250781
5.4500e-02,-0.0185
5.4520e-02,0.000945312
5.4540e-02,0.00158594
5.4560e-02,-0.00588281
5.4580e-02,-0.006375
5.4600e-02,0.00438281
5.4620e-02,-0.0039375
5.4640e-02,0.00400781
5.4660e-02,-0.00305469
5.4680e-02,-0.00510156
5.4700e-02,0.0107109
5.4720e-02,0.00458594
5.4740e-02,-0.008375
5.4760e-02,-0.000320313
5.4780e-02,-0.00765625
5.4800e-02,-0.00707031
5.4820e-02,-0.00263281
5.4840e-02,-0.00346875
5.4860e-02,-0.00390625
5.4880e-02,-0.000148437
5.4900e-02,-0.0114766
5.4920e-02,-0.00915625
5.4940e-02,-0.00232813
5.4960e-02,-0.00910156
5.4980e-02,-0.00251562
5.5000e-02,-0.00189844
5.5020e-02,-0.0114766
5.5040e-02,-0.00597656
5.5060e-02,0.00432031
5.5080e-02,5.46875e-05
5.5100e-02,0.00407031
5.5120e-02,-0.00179687
5.5140e-02,-0.00028125
5.5160e-02,0.00465625
5.5180e-02,0.00632813
5.5200e-02,-0.00844531
5.5220e-02,4.6875e-05
5.5240e-02,-0.0121875
5.5260e-02,-0.0217188
5.5280e-02,-0.00995313
5.5300e-02,-0.0168984
5.5320e-02,-0.0161641
5.5340e-02,0.00134375
5.5360e-02,-0.0145625
5.5380e-02,0.0065625
5.5400e-02,0.00222656
5.5420e-02,-0.00563281
5.5440e-02,-0.00657031
5.5460e-02,0.0130469
5.5480e-02,-0.00745312
5.5500e-02,-0.0054375
5.5520e-02,0.00251563
5.5540e-02,-0.000195313
5.5560e-02,-0.00575781
5.5580e-02,-0.00230469
5.5600e-02,-0.00509375
5.5620e-02,0.00185937
5.5640e-02,0.00896094
5.5660e-02,-0.0130469
5.5680e-02,0.00674219
5.5700e-02,-0.00879688
5.5720e-02,-0.00315625
5.5740e-02,0.00689063
5.5760e-02,-0.00823438
5.5780e-02,-0.00764844
5.5800e-02,-0.0054375
5.5820e-02,-0.00317969
5.5840e-02,-0.0175312
5.5860e-02,-0.00359375
5.5880e-02,-0.00544531
5.5900e-02,-0.000742187
5.5920e-02,0.00951562
5.5940e-02,-0.00235938
5.5960e-02,-0.00441406
5.5980e-02,-0.010125
5.6000e-02,-0.0114922
5.6020e-02,-0.00025
5.6040e-02,0.00078125
5.6060e-02,-0.00785156
5.6080e-02,0.00439063
5.6100e-02,0.000742187
5.6120e-02,-0.0115781
5.6140e-02,0.000148437
5.6160e-02,-0.00575
5.6180e-02,-0.00374219
5.6200e-02,0.00405469
5.6220e-02,-0.0230469
5.6240e-02,-0.00885156
5.6260e-02,-0.0131875
5.6280e-02,-0.0144531
5.6300e-02,-0.0166953
5.6320e-02,-0.00183594
5.6340e-02,0.00128125
5.6360e-02,0.000390625
5.6380e-02,0.00624219
5.6400e-02,-0.0103984
5.6420e-02,0.0115312
5.6440e-02,0.00214063
5.6460e-02,-0.0155391
5.6480e-02,0.00275781
5.6500e-02,-0.00550781
5.6520e-02,-0.0108672
5.6540e-02,-0.0140156
5.6560e-02,-0.0109219
5.6580e-02,-0.0162578
5.6600e-02,0.00565625
5.6620e-02,-0.00411719
5.6640e-02,-0.00860156
5.6660e-02,0.00480469
5.6680e-02,-0.00195312
5.6700e-02,-0.00734375
5.6720e-02,-0.00417188
5.6740e-02,-0.0001875
5.6760e-02,-0.00432031
5.6780e-02,-0.00485937
5.6800e-02,-0.00628906
5.6820e-02,-0.00166406
5.6840e-02,-0.00872656
5.6860e-02,-0.012875
5.6880e-02,-0.00196094
5.6900e-02,0.00657031
5.6920e-02,-0.00819531
5.6940e-02,0.00295313
5.6960e-02,-0.0130234
5.6980e-02,-0.00749219
5.7000e-02,-0.00420313
5.7020e-02,-0.00619531
5.7040e-02,-0.00301563
5.7060e-02,-0.00507813
5.7080e-02,-0.00319531
5.7100e-02,-0.0102109
5.7120e-02,0.00200781
5.7140e-02,-0.00526562
5.7160e-02,0.00239844
5.7180e-02,-0.00278906
5.7200e-02,-0.0102813
5.7220e-02,-0.00592188
5.7240e-02,-0.0106016
5.7260e-02,-0.0144844
5.7280e-02,-0.00949219
5.7300e-02,-0.00440625
5.7320e-02,-0.0116797
5.7340e-02,-0.00053125
5.7360e-02,-0.00165625
5.7380e-02,-0.0132656
5.7400e-02,-0.00480469
5.7420e-02,-0.00547656
5.7440e-02,-0.00936719
5.7460e-02,-0.00514063
5.7480e-02,-0.0102109
5.7500e-02,-0.0137266
5.7520e-02,-0.00558594
5.7540e-02,-0.00107031
5.7560e-02,-0.00746094
5.7580e-02,-0.00465625
5.7600e-02,-0.00489844
5.7620e-02,-0.000257813
5.7640e-02,-0.00326563
5.7660e-02,-0.0041875
5.7680e-02,0.00284375
5.7700e-02,-0.00151562
5.7720e-02,-0.0137344
5.7740e-02,-0.0132344
5.7760e-02,-0.00571875
5.7780e-02,-0.01425
5.7800e-02,-0.00926562
5.7820e-02,-0.00671094
5.7840e-02,-0.0137969
5.7860e-02,0.00314844
5.7880e-02,0.00025
5.7900e-02,-0.0110937
5.7920e-02,0.00111719
5.7940e-02,0.00421875
5.7960e-02,-0.0111719
5.7980e-02,-0.0025625
5.8000e-02,0.00409375
5.8020e-02,-0.00560156
5.8040e-02,-0.00167969
5.8060e-02,-0.00875
5.8080e-02,-0.0146797
5.8100e-02,-0.0041875
5.8120e-02,-0.0005625
5.8140e-02,-0.0080625
5.8160e-02,-0.00126563
5.8180e-02,-0.00498438
5.8200e-02,-0.01925
5.8220e-02,-0.0122188
5.8240e-02,-0.0182266
5.8260e-02,-0.0128203
5.8280e-02,0.000695312
5.8300e-02,-0.00385937
5.8320e-02,-0.0068125
5.8340e-02,0.0049375
5.8360e-02,0.00702344
5.8380e-02,-0.0110469
5.8400e-02,-0.000703125
5.8420e-02,-0.0146875
5.8440e-02,-0.00823438
5.8460e-02,-0.0118516
5.8480e-02,-0.0132578
5.8500e-02,-0.0124453
5.8520e-02,6.25e-05
5.8540e-02,-0.00483594
5.8560e-02,-0.0113047
5.8580e-02,0.000929687
5.8600e-02,-0.000515625
5.8620e-02,-0.00538281
5.8640e-02,0.00202344
5.8660e-02,-0.00134375
5.8680e-02,0.000703125
5.8700e-02,0.000734375
5.8720e-02,-0.0136562
5.8740e-02,-0.0130781
5.8760e-02,-0.00277344
5.8780e-02,-0.00821094
5.8800e-02,-0.00889063
5.8820e-02,0.00282813
5.8840e-02,-0.0129063
5.8860e-02,-0.0109922
5.8880e-02,-0.00542969
5.8900e-02,-0.0103828
5.8920e-02,-0.0133672
5.8940e-02,-0.00273437
5.8960e-02,-0.0171719
5.8980e-02,-0.011625
5.9000e-02,0.00210156
5.9020e-02,-0.000914062
5.9040e-02,-0.00325781
5.9060e-02,-0.00159375
5.9080e-02,0.000765625
5.9100e-02,-0.00176562
5.9120e-02,0.00558594
5.9140e-02,-0.0113359
5.9160e-02,-0.013875
5.9180e-02,-0.00682812
5.9200e-02,-0.0146953
5.9220e-02,-0.0150859
5.9240e-02,-0.00871875
5.9260e-02,-0.00898437
5.9280e-02,-0.0109453
5.9300e-02,-0.0083125
5.9320e-02,-0.0054375
5.9340e-02,-0.00234375
5.9360e-02,0.00226563
5.9380e-02,-0.00464844
5.9400e-02,0.00107812
5.9420e-02,0.00227344
5.9440e-02,-0.00276562
5.9460e-02,-0.00749219
5.9480e-02,-0.000992188
5.9500e-02,-0.00628125
5.9520e-02,-0.00696875
5.9540e-02,-0.00742969
5.9560e-02,-0.0142813
5.9580e-02,-0.0132578
5.9600e-02,-0.004625
5.9620e-02,-0.00749219
5.9640e-02,-0.0125703
5.9660e-02,-0.00341406
5.9680e-02,0.00173437
5.9700e-02,-0.00544531
5.9720e-02,0.00853906
5.9740e-02,-0.00684375
5.9760e-02,0.00152344
5.9780e-02,-0.0019375
5.9800e-02,-0.0095
5.9820e-02,-0.0177031
5.9840e-02,-0.000140625
5.9860e-02,0.00233594
5.9880e-02,-0.0140469
5.9900e-02,0.00425781
5.9920e-02,-0.00904687
5.9940e-02,-0.0103203
5.9960e-02,-0.00603125
5.9980e-02,-0.0107031
6.0000e-02,-0.00767187
6.0020e-02,-0.000445313
6.0040e-02,-0.00554687
6.0060e-02,-0.010875
6.0080e-02,-0.000867187
6.0100e-02,-0.00982031
6.0120e-02,-0.00757812
6.0140e-02,0.00065625
6.0160e-02,-0.00307813
6.0180e-02,-0.000960937
6.0200e-02,-0.00741406
6.0220e-02,-0.00246875
6.0240e-02,-0.0152109
6.0260e-02,-0.00885156
6.0280e-02,-0.00176562
6.0300e-02,-0.017875
6.0320e-02,-0.00475781
6.0340e-02,-0.00783594
6.0360e-02,-0.00467969
6.0380e-02,-0.0035
6.0400e-02,0.00244531
6.0420e-02,-0.0111172
6.0440e-02,-0.0071875
6.0460e-02,0.000671875
6.0480e-02,-0.00321875
6.0500e-02,-0.00550781
6.0520e-02,-0.00376562
6.0540e-02,-0.00861719
6.0560e-02,-0.0141094
6.0580e-02,-0.00363281
6.0600e-02,-0.00015625
6.0620e-02,-0.00625781
6.0640e-02,0.00494531
6.0660e-02,-0.00869531
6.0680e-02,-0.0106172
6.0700e-02,-0.00694531
6.0720e-02,-0.00374219
6.0740e-02,-0.00657813
6.0760e-02,-0.0018125
6.0780e-02,0.00182812
6.0800e-02,-0.0166328
6.0820e-02,-0.00371094
6.0840e-02,-0.00178906
6.0860e-02,-0.00825
6.0880e-02,-0.00046875
6.0900e-02,0.00214063
6.0920e-02,-0.0130859
